gCa_true,seed,gCa,ECa,sse_full,sse_v,chi2
2.0,1111,0.15,9.0,16995.63066526147,16992.61142602529,207346.1599197843
2.0,1111,0.15,12.0,16966.522829891044,16963.509212499448,206953.0260599179
2.0,1111,0.15,15.0,16937.40934317452,16934.401346019207,206560.0218873376
2.0,1111,0.15,18.0,16908.29017423753,16905.287795698598,206167.1478415552
2.0,1111,0.15,21.0,16879.16538974663,16876.168628196054,205774.40447982174
2.0,1111,0.15,24.0,16850.03508801208,16847.043941811353,205381.79255363857
2.0,1111,0.15,27.0,16820.899284744242,16817.913752244127,204989.3124781661
2.0,1111,0.15,30.0,16791.7580926584,16788.778172204777,204596.96492133333
2.0,1111,0.15,33.0,16762.611545563,16759.637235486705,204204.75048055648
2.0,1111,0.15,36.0,16733.45974747341,16730.491046103376,203812.66971421815
2.0,1111,0.15,39.0,16704.302761847888,16701.33966749702,203420.72336963477
2.0,1111,0.15,42.0,16675.140671352874,16672.18318232674,203028.91204478452
2.0,1111,0.15,45.0,16645.97356201557,16643.021676610013,202637.23641308377
2.0,1111,0.15,48.0,16616.801430488485,16613.855146982114,202245.6972402993
2.0,1111,0.15,51.0,16587.624512253577,16584.683828931615,201854.2948732367
2.0,1111,0.15,54.0,16558.442816618368,16555.507731748457,201463.030133856
2.0,1111,0.15,57.0,16529.256428848224,16526.326940688352,201071.90369223672
2.0,1111,0.15,60.0,16500.06543567024,16497.141542468755,200680.9162236943
2.0,1111,0.15,63.0,16470.8699644862,16467.951664482574,200290.0684727902
2.0,1111,0.15,66.0,16441.670020265217,16438.75731168754,199899.36097617802
2.0,1111,0.15,69.0,16412.465736503214,16409.558617571,199508.7944953745
2.0,1111,0.15,72.0,16383.25720568314,16380.355674606784,199118.36971494724
2.0,1111,0.15,75.0,16354.044523798295,16351.148578778893,198728.08733729477
2.0,1111,0.15,78.0,16324.827767648214,16321.937406873016,198337.94810638684
2.0,1111,0.15,81.0,16295.607058584277,16292.722280234579,197947.9527308705
2.0,1111,0.15,84.0,16266.38250001517,16263.503302263889,197558.1019228211
2.0,1111,0.15,87.0,16237.154162279592,16234.280543284074,197168.3964481324
2.0,1111,0.15,90.0,16207.922184131987,16205.054142043797,196778.83708071065
2.0,1111,0.15,93.0,16178.686625906204,16175.824158864922,196389.42445452718
2.0,1111,0.15,96.0,16149.447613729195,16146.590719864998,196000.1593891522
2.0,1111,0.15,99.0,16120.20525425187,16117.353931684782,195611.0426499284
2.0,1111,0.15,102.0,16090.959803681095,16088.114050509677,195222.0760134305
2.0,1111,0.15,105.0,16061.711070541376,16058.870884875445,194833.25824961334
2.0,1111,0.15,108.0,16032.459306491714,16029.624686420975,194444.59108389594
2.0,1111,0.15,111.0,16003.20462097885,16000.375564582877,194056.075291169
2.0,1111,0.15,114.0,15973.94712433861,15971.123629686794,193667.7116500883
2.0,1111,0.15,117.0,15944.686929792015,15941.868994943465,193279.5009531482
2.0,1111,0.15,120.0,15915.424151536983,15912.611774540517,192891.44399715879
2.0,1111,0.15,123.0,15886.158904953722,15883.352083847853,192503.5415834267
2.0,1111,0.15,126.0,15856.89130625643,15854.090039069346,192115.79451707122
2.0,1111,0.15,129.0,15827.621471085931,15824.82575583547,191728.20360161096
2.0,1111,0.15,132.0,15798.349521599292,15795.55935629276,191340.7696698677
2.0,1111,0.15,135.0,15769.075610868975,15766.290993506582,190953.4935894427
2.0,1111,0.15,138.0,15739.799792974538,15737.020721539866,190566.37608140399
2.0,1111,0.15,141.0,15710.522220921011,15707.748693390125,190179.4180238607
2.0,1111,0.15,144.0,15681.243018297793,15678.475032636276,189792.62025395661
